Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,sentiment
291,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,visit drinks cafe nothing short fantastic ambience delicious food delightful drinks made memorable outing highly recommend cafe anyone looking place relax enjoy good company indulge scrumptious meals definitely coming back mouthwatering offerings,neutral
292,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,order paneer tikka pizza mango milkshake drink got one best experience value money,neutral
293,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,best place hanging family friends mexican pizza amazing ca get korean ambience makes place beautiful visit treat,neutral
294,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,favor visit lovely restaurant jp nagar phase service food absolutely amazing everything tasted melted mouths absolutely best pizza brownie ice cream made day recommended age groups specially korean bts fans enjoy interior korean design,neutral
295,The 2.0 Drinks,3.9,"Cafe, Coffee, Fast Food, Pizza, Sandwich, Waffle, Shake, Beverages",650,bangalore,delicious pizza waooo thanks timely delivery new approach give pizza new test great wrap loaded soft panners awesome must try maxican pizza smoothies best new approach present food korean packaging style touch korean movie lovers deliciousness mesmerize thanks making birthday memorable,neutral
296,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,lot serving value money taste wise food soda food colour added best food must try biryani,neutral
297,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,delicious biryani,neutral
298,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,worst test difference soup curry dosa normal dosa lemon flavour dosa,neutral
299,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,crackers cafe newly opened cafe koramangalathey serve veg well non veg serve delectable starters idly chickencurry dosa burgers much moreclean hygienic preparationlively staffbest place love food affordable recommended must visit,neutral
300,Crackers Cafe,3.1,"Cafe, Beverages, Salad, Chinese, Burger, Sandwich, Pizza, Pasta",600,bangalore,attended celebration popular instagram page bangalore explorers completion serving continental breakfast serve breakfast options also small cafe andhra style dishes idly dosas paddus lot veg options recently opened cute little place serving various dishes affordable price available swiggy zomato,neutral
301,Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,perfect blend fun flavor spot board game enthusiasts nestled along bustling double road green bean coffee food paradise offering exciting blend activities great ambiance delightful food become destination families friends looking spend quality time together whether board game enthusiast simply looking unique dining experience place got moment step inviting ambiance green bean coffee food capture heart indoor outdoor seating options choose preferred spot highlight place read,neutral
302,Green Bean Coffee,3.9,"Cafe, Coffee, Beverages, Fast Food",500,bangalore,basil sauce spicy hardly paneer rice,neutral
303,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,qmincafe outlets bengaluru counting top picks would almond croissant pinwheel paneer sandwich lemon iced highlight place vibrant set colourful walls cozy corners beautiful outdoors follow qmincafe insta login qminapp page regular updates new items offers,neutral
304,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,food ginger ginger worst places point opposite save time go craving tea,neutral
305,Qmin,3.5,"Cafe, Tea, Fast Food, Desserts",600,bangalore,excellent,neutral
306,Moto Store & Café,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,pizza base good quality well one pizza less experience used good moto cafe time disappointed,positive
307,Moto Store & Café,4.1,"Cafe, Pizza, Fast Food, Desserts, Beverages, Shake",600,bangalore,nice food taste ambiance,positive
308,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,soya soya chilli pathetic food waste money,positive
309,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,price higher side portion provided quality nice,positive
310,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,fancy food lacking descriptions menu information descriptions avoid disappointment,positive
311,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,guys paid one small bowl pasta please fool customers even one small bowl,positive
312,Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,food quality awesome price point location central service friendly overall portions quite good pasta sandwiches seems specialty cafe also parking difficult koramangala,neutral
313,Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,please learn make paranthas thick rotis chewable taste paneer worth destroyed hunger,neutral
314,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,entire coffee spilled compensation provided,neutral
315,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,good quality food,neutral
316,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,visit night family,neutral
317,Cafe Down The Alley,,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,good,neutral
318,Cafe Down The Alley,,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,really tasty food friendly staff great place,neutral
319,Cafe Down The Alley,,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,pasta french fries must,neutral
320,Cafe Down The Alley,,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,really like atmosphere good coffee nice interior good place chill friends family drinks foods tasty worthwhile fresh place beautiful architecture must visit,neutral
321,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,place dull ambience looks unappealing outside inside well menu includes sandwiches burgers pizza pasta pancakes beverages offer milkshakes cold coffee mocktails ordered caramel cookie shake caramel frappe shake tasted ok something missing frappe good felt like essence added naturally flavored taste good ordered alfredo veg pasta mild less flavor asked staff veggies would added said capsicum broccoli broccoli added exactly three small pieces capsicum added dessert read,positive
322,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,worst place ever ordered cheesy fries mixed sauce pasta probably used ready pasta sauce get grocery stores tasted artificial cheesy fries basically maida cooked water cheese sauce understand place rating zomato please save bucks place,positive
323,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,mojito like medicine sweet plus bitterness plus mint think used stored syrup expired ordered honey chilli baby corn much carrot little baby corn starter okay pricey place,positive
324,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,quantity less finished salad less minutes worth money even taste great,positive
325,The Grey House Cafe,4.0,"Cafe, Desserts, Fast Food, Italian, Beverages",450,bangalore,good food affordable price ordered almond soup fantastic followed peri peri chicken cheesy chicken platter small cozy cafe last time issue mosquitoes however time good sweet lady greets enter takes order knows menu well overall good experience reasonable price point,positive
326,The Grey House Cafe,4.0,"Cafe, Desserts, Fast Food, Italian, Beverages",450,bangalore,must visit cozy cafe harlur road people around definitely give try great food humble staff,positive
327,The Grey House Cafe,4.0,"Cafe, Desserts, Fast Food, Italian, Beverages",450,bangalore,thin crust pizza completely tasteless soggy,positive
328,Burp,4.0,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages",950,bangalore,lovely food,positive
329,Burp,4.0,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages",950,bangalore,ordered ceasar chicken salad received veg ceasar salad,positive
330,Burp,4.0,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages",950,bangalore,ambience really good peaceful staff wete polite price definitely worth crispy chicken order bad mcain frozen food,positive
331,Stava Bistro,,"Cafe, Coffee, Fast Food, Italian, Beverages",400,bangalore,food excellent,neutral
332,Stava Bistro,,"Cafe, Coffee, Fast Food, Italian, Beverages",400,bangalore,food awesome pasta cooked perfection,neutral
333,The Old Madras Baking Company,4.0,"Bakery, Beverages, Desserts, Cafe",500,bangalore,cinna bomb yum cozy place nice coffee pleasant ambiance little music would taken notch higher,positive
334,The Old Madras Baking Company,4.0,"Bakery, Beverages, Desserts, Cafe",500,bangalore,chennai always awe old madras baking company launched bangalore close home absolutely love breads pastries one catch bagel cream cheese prices quite substantial recommended go place quick snack,positive
335,The Old Madras Baking Company,4.0,"Bakery, Beverages, Desserts, Cafe",500,bangalore,total waste,positive
336,Cafe Cosy,3.8,"Cafe, Chinese, Continental, Fast Food, Italian, Desserts, Shake, Sichuan",500,bangalore,located busy jayanagar block close jayanagar complex place busy visited sunday noon time located rooftop setup would climb another floor reaching floor place empty visited got seat choice changed another one fan hot clean given us soon enough seating ordered following cream chicken soup thai paneer chicken pasta mix grill sizzler beverages ordered mojitos kiwi raspberry take time items arrive read,neutral
337,Cafe OTW - On The Way,3.9,"American, Continental, Cafe, Italian, Sandwich, Shake",600,bangalore,pancakes burnt,neutral
338,Cafe OTW - On The Way,3.9,"American, Continental, Cafe, Italian, Sandwich, Shake",600,bangalore,brownie visit time mins serving freshly baked wait,neutral
339,Cafe OTW - On The Way,3.9,"American, Continental, Cafe, Italian, Sandwich, Shake",600,bangalore,come regularly today bad experience ordered plates omelette husband served one kept saying way took min food cold eat together bad service today,neutral
340,Caffe Pascucci,3.9,"Cafe, Fast Food, Continental, Pizza, Desserts, Beverages",950,bangalore,like coffee rest ok big smoking area actually super place centre road people fine way,neutral
341,Caffe Pascucci,3.9,"Cafe, Fast Food, Continental, Pizza, Desserts, Beverages",950,bangalore,everything good place could cleaner worst washroom literally flushed feet dirty food good thoughbut never going back,neutral
342,Indian Paratha Company,3.4,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",700,bangalore,ordered meals really good delicious,neutral
343,Indian Paratha Company,3.4,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",700,bangalore,bad experience ever thought pizza would like pizza made bread pizza found flies hair inside pizza accepted,neutral
344,Indian Paratha Company,3.4,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",700,bangalore,badd throw,neutral
345,Chill-Um Cafe,4.1,"Cafe, Fast Food, Chinese, Desserts, Beverages, Sichuan",700,bangalore,excellent service,positive
346,Chill-Um Cafe,4.1,"Cafe, Fast Food, Chinese, Desserts, Beverages, Sichuan",700,bangalore,worst ambiance ac fan service also bad satff rude ruthless dont visit please,positive
347,Chill-Um Cafe,4.1,"Cafe, Fast Food, Chinese, Desserts, Beverages, Sichuan",700,bangalore,terrible place eat maggii bland something difficult mess terrible terrible place,positive
348,The Café By Foodhall,3.7,"Cafe, Healthy Food, Continental, Rolls, Asian, Beverages","1,400",bangalore,menu showed zomato different one cafe half things even available cafe,neutral
349,Cafe Pink Pajamas,3.9,"Cafe, Pizza, Burger, Salad, Mexican",700,bangalore,service bad food overpriced disappointment hungry expecting good food considering ratings,neutral
350,Cafe Pink Pajamas,3.9,"Cafe, Pizza, Burger, Salad, Mexican",700,bangalore,food overpriced unappealing even look portion sizes ridiculous price second time ordered first time requested refund time hunger making eat,neutral
351,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,minutes got food tasteless terrible food ordered pasta came overcooked like halwa tasteless mentioned waiter said pasta cooked like ca cancel order eventually pay whole order,neutral
352,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,nice place nice ambience balcony view also available budget food good food friendly staff wait long order delivery,neutral
353,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,customer service really good great different design view going stairstheir three seating area one dining beautiful seating area really awesome beautiful ambience comfortable sofas great relaxation sheesha front next seating inside cafe u get awesome enjoymenthaving french pool board center cafe around relaxing sofas dj front pool board different types sheesha kept really awesome last seating area personal seating area great personal space friends read,neutral
354,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,lovely evening good view amazing hookahmust visit place bangalore service staff really friendly polite,neutral
355,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,funkys cafe newly opened sheesha cafe brigade road indeed good place ambience really three seating arrangements snooker pool low lights high music two big screens outdoor area get fresh air personal space air conditioner comfortable seats hookah ordered flavour named virus mixture rajnigandha supaari pan rasna pot huge really good shape smoke amazing coming food prawn strips delicious crispy big size hot mocktails honestly like mocktails read,neutral
356,Coffea,,"Cafe, Coffee, Sandwich, North Indian, Fast Food, Tea, Desserts",600,bangalore,great tasting,neutral
357,Belur Cafe,,"Cafe, Fast Food, Rolls",400,bangalore,nice teste,neutral
358,Belur Cafe,,"Cafe, Fast Food, Rolls",400,bangalore,nice taste,neutral
359,Charlie Chaplin Lavegano,4.0,"Cafe, Fast Food, Italian, Burger, Pizza, Ice Cream, Beverages",600,bangalore,cabbage spoilt found piece plastic food,positive
360,Charlie Chaplin Lavegano,4.0,"Cafe, Fast Food, Italian, Burger, Pizza, Ice Cream, Beverages",600,bangalore,three items wrong,positive
361,Charlie Chaplin Lavegano,4.0,"Cafe, Fast Food, Italian, Burger, Pizza, Ice Cream, Beverages",600,bangalore,good service nice food wow great taste wonderful staff given good service good food keep,positive
362,Writer's Cafe,3.8,"Cafe, Fast Food, Beverages",700,bangalore,good food best price enjoyed,neutral
363,Writer's Cafe,3.8,"Cafe, Fast Food, Beverages",700,bangalore,recently visited charming place delightful experience overall friends ordered two mochas tea latte along pancake believed focaccia service impressively quick ambiance place quite occupied ground floor top open floor busy closed one smell like puffs phone catch signal jio vodafone wifi service know expecting much pancake mocha latte tea slight hiccup order instead expected focaccia served thin crust pizza staff claimed thing whether read,neutral
364,Writer's Cafe,3.8,"Cafe, Fast Food, Beverages",700,bangalore,network area could get office work done,neutral
365,Writer's Cafe,3.8,"Cafe, Fast Food, Beverages",700,bangalore,please please come place food horrible someone know food poisoning single thing menu tasty even peach iced tea sweet pastas bland overhyped even worth going even ambience,neutral
366,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,terrible food soup tasteless steak addition get mushroom sauce either make horrible food wasting customer time money,neutral
367,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,soup sent plastic bowls would recommend use plastic thick paper bowls,neutral
368,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,django hidden away residential part indiranagar little tough find place initially first floor building wanted try burgers went howlin woolf burger cheesy chicken burger really liked quality ingredients used burger tasted really good extremely filling starters tried peri peri chicken wings pretty average ambiance simple nothing catchy looking quiet place plans good choice,neutral
369,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,keto hot chocolate didnt sweetness restaurant customize sugar substitutes erytritol paneer dumplings awesome ordered twice today times spillage,neutral
370,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,happened packaging lol looked like pack food shady tibetan restaurants,neutral
371,Start Your Day Cafe,3.9,"Cafe, Bakery, Fast Food, Sandwich, Beverages",500,bangalore,awesome guys,neutral
372,Start Your Day Cafe,3.9,"Cafe, Bakery, Fast Food, Sandwich, Beverages",500,bangalore,missing items,neutral
373,Start Your Day Cafe,3.9,"Cafe, Bakery, Fast Food, Sandwich, Beverages",500,bangalore,thickness bread reconsidered package needs improvised everything soggy,neutral
374,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,confuse orders,neutral
375,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,mashed delivery olives missing never order,neutral
376,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,chaap cooked properly tasteless,neutral
377,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,waste money proper food need refund,neutral
378,Bistro 1427,3.6,"Cafe, Pizza, Fast Food, North Indian, Beverages, Shake",950,bangalore,manager ganesh staff polite egg biryani delicious also tender coconut payasam yummy,neutral
379,Bistro 1427,3.6,"Cafe, Pizza, Fast Food, North Indian, Beverages, Shake",950,bangalore,liked variety options menu lot restrictions applying zomato gold menu mentioned clearly along menu card,neutral
380,Bistro 1427,3.6,"Cafe, Pizza, Fast Food, North Indian, Beverages, Shake",950,bangalore,restaurant beautiful ordered paneer keema sliders tasted really bad pizza fine,neutral
381,Express Cafe,3.7,"Cafe, Asian, Italian, North Indian, Beverages, Desserts",700,bangalore,restaurant menu isvaried multiple cuisines breakfast buffet tasty find local delicacies along good range continental dishes lunch dinner tiffin meals favourite currently also offering veg non veg thalis lovely sit next restaurant meal enjoying small gardenthere dining good varied menu nothing frilly though times want step room service time fast food delivered room precautions followed,neutral
382,Cafe Indulge,3.5,"Cafe, Coffee, Desserts, Burger, Beverages, Pizza, Sandwich, Fast Food",600,bangalore,ordered virgin mojito got leaked package half mojito spilled didnt even packed properly bad experience,neutral
383,Shatranj Cafe And Lounge,3.5,"Cafe, Continental, Beverages, Shake, Fast Food","1,200",bangalore,worst place food served wait atleast hours get basic fries tastes like local potato cut fried,neutral
384,Shatranj Cafe And Lounge,3.5,"Cafe, Continental, Beverages, Shake, Fast Food","1,200",bangalore,got spend splendid evening roof top bistro amazing sheesha food tasty dabeli bhel puri thukpaaa forget arabian touch place fresh air soothing music pocket friendly,neutral
385,Cafe +,3.7,"Cafe, Beverages, Fast Food",500,bangalore,cafe sucks firstly table filled dust table cups removed last order lazy staff order came mins round order fo wait hour fries fresh burger bad hot chocolate horrible maggi deserve paid even horrible horrible pls ever go paid like charity done,neutral
386,Tea Time,3.5,"Tea, Shake, Coffee, Cafe, Beverages, Fast Food",150,bangalore,bad packaging consumed,neutral
387,Tea Time,3.5,"Tea, Shake, Coffee, Cafe, Beverages, Fast Food",150,bangalore,badam milk spilled fully order delivered,neutral
388,Tea Time,3.5,"Tea, Shake, Coffee, Cafe, Beverages, Fast Food",150,bangalore,fries fried,neutral
389,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,vermicelli raw boiled properly,neutral
390,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,pastry bad smell like made month earlier worst place order food,neutral
391,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,product bad packaging also bad compared price also great quantity also less,neutral
392,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,nothing like gadbad ice cream scoops vanilla instead different flavors fruit jelly salad par doubt used ideal ice cream sweet nobody ate spoons,neutral
393,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,worst ice cream ever think brownie expired hard quantity also less regret ordering resturant,neutral
394,Cafe Centralis,2.8,"Cafe, Chinese, Italian, Sichuan",950,bangalore,one best place visit serve one best pizza blore roof top ambience good food tastes really good,neutral
395,Cafe Centralis,2.8,"Cafe, Chinese, Italian, Sichuan",950,bangalore,good,neutral
396,Cafe Centralis,2.8,"Cafe, Chinese, Italian, Sichuan",950,bangalore,really awesome place hangout friends good service polite staff great special menu bao smass chicken burger best pocket budget keep guys,neutral
397,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,want waste time money go pathetic food pathetic menu pathetic environment staff acts clueless get away anything,neutral
398,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,review one itc factory second visit surely last even warm slice cake plus old cakes sold counter safe place eat nothing available outlet better closed property waste peoples time,neutral
399,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,claim open breakfast went place even clean size restaurant person everything service pathetic table clean cutlery tissues one hep,neutral
400,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,liked ambience service quite late food almost cold taste quite good many dishes,neutral
401,Isobel,,"Cafe, Continental, Italian, Beverages",700,bangalore,cute place perfect coffee lovers loved interiors pleasant outdoor indoor seating tables chairs outside sofa chairs inside sofa chairs pretty good cushioning makes seating comfortable plastic vibes pink flowers adorning ceiling windows glass display pastries cheesecake croissants etc menu ice coffee cold coffee frappe milkshakes hot coffee etc food menu includes starters like bruschetta bagels sandwiches etc mains like pizza pasta ordered tiramisu latte classic cold coffee good right sweetness consistency read,neutral
402,Cafe Vishala,,"Cafe, Coffee, Fast Food, Pasta, Sandwich, Beverages",550,bangalore,want processed food please place much recommended,neutral
403,Cafe Vishala,,"Cafe, Coffee, Fast Food, Pasta, Sandwich, Beverages",550,bangalore,cold badly handled food,neutral
404,Caffeinate And Chill,3.9,"Cafe, Coffee, Shake, Beverages, Desserts",500,udaipur,delicious,neutral
405,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,nice food,positive
406,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,amazing food,positive
407,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,amazing test,positive
408,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,nice food,positive
409,Green Grotto Bistro,4.2,"Asian, Thai, Cafe, Sandwich, Pizza, Coffee, Desserts, Beverages",500,udaipur,good,positive
410,Yummy Yoga,4.5,"Cafe, Coffee, North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages","1,000",udaipur,food bad jo order dete h uske opposite milta h,positive
411,Yummy Yoga,4.5,"Cafe, Coffee, North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages","1,000",udaipur,glass bottle broken coudent drink shake,positive
412,Yummy Yoga,4.5,"Cafe, Coffee, North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages","1,000",udaipur,would rated food nothing delivered except servings maggi,positive
413,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,waste time money takes hour service even late night minimum rush hours fourth experience giving multiple chances sad see waste beautiful space fs,neutral
414,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,amazing ambience great food beautiful view staff cordial service time also appropriate,neutral
415,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,good place eat hang staff amazing,neutral
416,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,poor service wait lot time small order staff non cooperative despite good view cafe services sploit recommended,neutral
417,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,looking breathtaking view lake look best rooftop restaurant restaurant offers stunning view lake surrounding area making perfect place enjoy meal night food service making experience wo soon forget whether looking romantic night fun night friends place real star show sunset setting sun gives lake otherworldly look dances across water surface miss magical experience,neutral
418,The Chocolate Room,3.9,"Cafe, Coffee, Sandwich, Fast Food, Waffle, Desserts, Shake, Beverages",750,udaipur,tasty food nice place chill friends,neutral
419,Off White,3.4,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Pizza, Fast Food",650,udaipur,cute little white themed cafe space cosy rates reasonable must visit picturesque location,neutral
420,Off White,3.4,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Pizza, Fast Food",650,udaipur,cafe amazing well organized food amazing music choice owner friendly best thing books already read enjoy ambiance peace,neutral
421,Gulaabo - The Customized Cafe,3.5,"Cafe, Coffee, Fast Food, Beverages",500,udaipur,good food staff familiar menu good taste coffee anything special well made reliable taste,neutral
422,Gulaabo - The Customized Cafe,3.5,"Cafe, Coffee, Fast Food, Beverages",500,udaipur,enough varieties available even basic cafe food also available short menu also major menu part buns available worth,neutral
423,Gulaabo - The Customized Cafe,3.5,"Cafe, Coffee, Fast Food, Beverages",500,udaipur,vibe best words describe cafe awesome many types seating available outdoor well indoor younger crowd builds evening approaches food service quick scan qr code order phone ordered brownie shake thick tasted good cosmo tasted perfect nachos loaded cheese pizza actual cheese burst sweeter sauce base must try area preferred duringpost afternoon evening time complete experience,neutral
424,Cafe Cook Hook,4.0,"Cafe, Coffee, Tea, Beverages, Sandwich, Pizza, Fast Food, South Indian",700,udaipur,tast sbse bekar pav jale hue diye,positive
425,Cafe Cook Hook,4.0,"Cafe, Coffee, Tea, Beverages, Sandwich, Pizza, Fast Food, South Indian",700,udaipur,test masala n spicy,positive
426,Cafe Cook Hook,4.0,"Cafe, Coffee, Tea, Beverages, Sandwich, Pizza, Fast Food, South Indian",700,udaipur,worst experience,positive
427,Z27 By Cafe Lake City,3.1,"Cafe, Chinese, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages",800,udaipur,never visit place udaipur,neutral
428,Z27 By Cafe Lake City,3.1,"Cafe, Chinese, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages",800,udaipur,could say worst restaurant town always baised worst food worst cakes,neutral
429,Z27 By Cafe Lake City,3.1,"Cafe, Chinese, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages",800,udaipur,tried place earlier fine today ordered hot spicy pizza came like cold nd tasteless packing bad,neutral
430,The Tick Tock Cafe & Restaurant,3.7,"Cafe, North Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages",600,udaipur,much schezwan sauce noodles cooked properly,neutral
431,The Tick Tock Cafe & Restaurant,3.7,"Cafe, North Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages",600,udaipur,pizza ultimate taste panner chilly also crispy corn yummy,neutral
432,The Tick Tock Cafe & Restaurant,3.7,"Cafe, North Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages",600,udaipur,delicious food,neutral
433,Step 51 Rooftop Cafe,3.3,"Cafe, Pizza, Sandwich, Fast Food, Ice Cream, Desserts, Shake, Beverages",600,udaipur,ordered sizzling brownie wid ice cream someone mention sizzling brownie menu get ur brownie b served hot sizzling platter possible served via delivey order u correct delivery menu change normal brownie rather sizzling brownie biggest dissapointmnt coz price sizzling brownie wat u get normal brownie n scoop ice cream talking packaging good brownie packed separate box vanilla ice cream separate cup ice cream stiff till delivered nd talking read,neutral
434,Step 51 Rooftop Cafe,3.3,"Cafe, Pizza, Sandwich, Fast Food, Ice Cream, Desserts, Shake, Beverages",600,udaipur,dont u guys know make frikkin maggi,neutral
435,Barista Coffee,4.1,"Cafe, Coffee, Desserts",700,jaipur,choco chip muffin spoiled didnt even issue refund thisworst response ever,positive
436,Camiano Patisserie & Brasserie,4.5,"Cafe, Coffee, Bakery, Sandwich, Italian, Healthy Food, Fast Food","1,100",jaipur,seemed quite stale taste good compared last time tasted,positive
437,Kaleidoscope,4.0,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur,gastronomic adventure left spellbound paneer lababdar chilli olive kulcha simply outstanding staff professionalism cooperative attitude enhanced overall charm ambience strikes perfect balance elegance comfort creating delightful setting unforgettable evening,positive
438,Kaleidoscope,4.0,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur,restaurant true gem culinary world chicken fried rice veg chilli garlic noodles burst flavors staff warmth efficient service made evening truly special ambience inviting comfortable seating sets stage wonderful dining experience,positive
